dataFrom,Date,review_x,Rating,Extracted_Dev_Response,Dev_Response_Time,Clean_Review,Topic_Number,Topic_Name,Issue,Positive_Score,Negative_Score,Neutral_Score,Compound_Score,NPS_Score_Indiv,NPS_Category
appStore,2023-06-05 15:00:50+00:00,Very friendly app,5,Hey Nigel! Thanks for the 5-star review! Our app is all about being user-friendly. Enjoy using it! 💜🚀 ,2023-06-07 01:19:02+00:00,,,,,,,,,,
appStore,2023-08-07 08:36:43+00:00,GXS touted a 3.48% interest in their savings pocket only to change the interest to 2.68% within a short period of only a month. A bank is only as good as it’s promises and this bank just lost it all. Will never use GXS again.,1,"Hi there! We're always striving to improve. 🙏 We recognise that our customers use GXS for Grab and Singtel Dash transactions to earn 1.2x reward points from eligible transactions, so from 17 August 2023, we're increasing the interest rates for our GXS Main Account from 0.08% to 2.38% p.a. and the Saving Pockets will be adjusted to 2.68% p.a. 💜",2023-08-10 00:58:52+00:00,"['interest', 'pocket', 'change', 'interest', 'period', 'month', 'bank', 'promise', 'bank']","1,5",Money Growth (Interest Rates) & Credit card usage,,0.213,0.065,0.722,0.8402,10.0,Promoter
appStore,2022-12-23 04:53:44+00:00,"Personally don’t like the theme, anyway allow user to change more brighter one?
Dark color me uncomfortable 😞",3,"That's a good suggestion Dian1117! Currently, we do not have the option to toggle to a different theme in-app. We have forwarded your thoughts to the team as feedback for further consideration. 🙏 Thank you for your support! 💜",2022-12-24 08:05:57+00:00,,,,,,,,,,
appStore,2023-12-03 15:49:37+00:00,This is very good. Really very helpful. I Will keep in touch with them. 👌🏽😍,5,"Hi Sanadece, thank you for your kind words. This review means the world to us, it made our day! 💜🤞 ",2023-11-30 17:34:51+00:00,"['helpful', 'touch']",0,App Responsiveness,Difficulties in account registration,0.466,0.0,0.534,0.9403,10.0,Promoter
appStore,2023-11-20 08:16:12+00:00,Such a great service compared to Bank,5,Hey Calvin! Thanks so much for the amazing 5-star review! It truly means a lot to us and our entire team. We will continue to work hard to ensure that your experience with us remains excellent. Happy banking with GXS! ,2023-09-28 03:16:08+00:00,"['service', 'bank']",8,Safety,Seamless integration not available on iPad,0.406,0.0,0.594,0.6249,8.0,Passive
appStore,2023-06-05 10:26:09+00:00,Easy to use with high interest rate,5,"Thanks for your review, Hayley! We're glad to hear that you find our app easy to use. We strive to provide competitive rates and help you maximize your savings. If you have any further suggestions or questions, feel free to reach out. We're here to assist you!💜🚀",2023-06-07 00:50:37+00:00,"['interest', 'rate']",1,Money Growth (Interest Rates),Low interest rate,0.541,0.0,0.459,0.7096,9.0,Promoter
appStore,2023-06-05 11:50:22+00:00,Makes banking easy to use,5,Thanks for your support! We're delighted to know that our app has made banking easy for you. 😄   ,2023-06-07 01:10:36+00:00,,,,,,,,,,
appStore,2022-09-05 01:49:32+00:00,Nice design!,5,"Hey Shirley, it is wonderful to know that you like our app! It means the world to us and to our entire team! 😀 ",2022-09-06 14:37:05+00:00,,,,,,,,,,
appStore,2023-11-10 14:32:16+00:00,You get the highest saving interest rate on the market,5,"Yipee! Our interest rates are indeed competitive, huh? 😉 Thanks for your stars, rcpsgp! This keeps us going, but feel free to let us know if you have any feedback too! ",2023-11-11 17:31:09+00:00,"['interest', 'rate', 'market']",1,Money Growth (Interest Rates),Low interest rate,0.25,0.0,0.75,0.4588,8.0,Passive
appStore,2024-02-21 14:03:59+00:00,Show allow to increase amount not reduce and stay that way. For a first timer I didn’t know that once I reduce amt I cannot get back the original amount that is given to me.,1,Hi there. We're sorry to hear about your experience. Thank you for your feedback. 💜 We're continuously working hard on improving our product offerings and also adding more features to our app to make your experience better.🙏\r\n,2024-02-23 09:45:34+00:00,"['show', 'increase', 'amount', 'stay', 'timer', 'amount']",8,Safety,Seamless integration not available on iPad,0.169,0.0,0.831,0.6705,9.0,Promoter
appStore,2023-12-09 04:06:51+00:00,Guys u guy to try this out,5,Hi sgchacha! We are happy that you like our awesome app features! 🤩We strive to give our customers the best app experience.🚀Thank you for your 5-star review! Your support and feedback are invaluable to us. Keep using our app. 💜,2023-12-10 21:37:08+00:00,,,,,,,,,,
appStore,2023-08-14 04:56:05+00:00,"Income extracted from SingPass is incorrect.
Information in SingPass is correct
Which means the process of extracting information needs to be updated.",2,"Hey there! We currently use Singpass to extract information so that applications are a breeze.\n\n\r\n\r\nSo we’d recommend our customers to ensure that their personal information is accurate and up to date by accessing their Singpass MyInfo. Should there be any changes, you may do so via the Singpass app. Hope this clarifies! 🙏",2023-08-15 17:34:26+00:00,,,,,,,,,,
appStore,2023-01-24 15:24:38+00:00,This should be removed from App Store. A bank that is not even able to accept a customer sign up. What a joke from Grab and  Singtel.,1,"\r\nThank you for your thoughts and we're sorry for the wait, Jyotkumar 🙏 At the moment, we're sending out invites in phases so that our users can have the best experience possible with us. We will reach out when we are ready for you so stay tuned to your email inbox for updates! ",2023-01-26 01:20:02+00:00,"['store', 'bank', 'accept', 'customer', 'sign', 'joke', 'grab', 'singtel']","0,2",App Responsiveness & Customer Services,,0.161,0.0,0.839,0.5859,8.0,Passive
appStore,2023-11-02 13:47:28+00:00,Loan disbursement was immediate. App is simple to use. Repayments just as easy.,5,We're thrilled to hear that our app has hit all the right notes! 🎉 We're glad that you love our GXS FlexiLoan features too! 💜,2023-11-04 01:57:05+00:00,"['loan', 'disbursement', 'immediate', 'simple', 'repayment']",0,App Responsiveness,Difficulties in account registration,0.195,0.0,0.805,0.4404,7.0,Passive
appStore,2023-10-08 10:35:35+00:00,Best and fast loan approval,5,"Hey there! We are happy that you like our app! Your review made our day, and we are definitely striving to improve our products to serve you better! 🚀💜",2023-10-09 17:16:10+00:00,"['fast', 'loan', 'approval']","0,9",App Responsiveness & Customer trust,,0.709,0.0,0.291,0.8074,9.0,Promoter
appStore,2023-07-21 23:56:46+00:00,"Extremely disappointed after downloading the app, waited and waited for it to open and still told to wait and wait and wait and wait and wait……………..no ends!!!!!👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎",1,"Hi there! We’re sorry to make you feel that way, Wu Ming. Could you please get in touch with us at  (+65) 3105 2055? Alternatively, you may also write in to our email at help@gxs.com.sg with your contact details, so that we can take a closer look into this. 🙏 ",2023-07-23 09:19:15+00:00,"['told', 'wait', 'wait', 'wait', 'wait', 'wait', 'end']",6,Login & Account Setup,Difficulty logging in,0.0,0.073,0.927,-0.6768,1.0,Detractor
appStore,2023-11-15 11:32:12+00:00,"I cannot open the app at all, even after updates it keeps telling something went wrong.",1,We're sorry to hear about your experience while trying to access the GXS app. 🙏 We understand the importance of this matter and are committed to make things right for you. Please drop us an email at help@gxs.com.sg or give us a ring at (+65) 3105 2055. We're here to help! 💜,2023-11-17 03:38:40+00:00,"['update', 'something']",7,Competition,Difficulty logging in,0.0,0.171,0.829,-0.4767,2.0,Detractor
appStore,2023-09-19 01:56:43+00:00,increase so much just to make us open account then now int rate worst than t bills. UI also so dark. not much use case except earn risk free rate. grab is expensive,1,Hi there! We’re sorry to make you feel that way! 🙏We appreciate your valuable feedback and rest assured that it is an essential part of our continuous improvement process. 💜🚀,2023-09-20 09:30:31+00:00,"['increase', 'account', 'rate', 'bill', 'dark', 'case', 'earn', 'risk', 'rate', 'grab']","1,8",Money Growth (Interest Rates) & Safety,,0.137,0.152,0.711,-0.1531,4.0,Detractor
appStore,2023-12-06 03:56:06+00:00,Gxs provide good interest for their pocket savings.,5,"Hi Roundi07, we are delighted that you are happy with our features. Thank you for your appreciation and support!",2023-12-07 17:34:09+00:00,"['provide', 'interest', 'pocket']",1,Money Growth (Interest Rates),Low interest rate,0.496,0.0,0.504,0.7096,9.0,Promoter
appStore,2023-09-25 13:13:58+00:00,DO NOT USE THIS APP!!!! So frustrating on this app. 3 times I tried to move a small portion of money out of my pocket. 3 times the pocket becomes $0 straight away and I can’t move/transfer my money out!!!!!!!!!!!!!,1,"Hey there! Sorry to hear this. This is definitely not the experience that we’d want you to have. Could you please get in touch with us via Live Chat or call, at (+65) 3105 2055, so that we can assist you further? We’d be happy to make things right for you! 🙏",2023-09-26 17:31:51+00:00,"['time', 'move', 'portion', 'money', 'pocket', 'time', 'pocket', 'straight', 'move', 'transfer', 'money']",6,Login & Account Setup,Difficulty logging in,0.042,0.11,0.848,-0.6136,2.0,Detractor
appStore,2023-07-27 17:29:44+00:00,Gave an application to open account but the bank decided to cancel opening new accounts and the “bank” didnt even bother to inform clients! May be its a gods sign to save my money.,1,"We're sorry to hear that your account application experience didn't go as expected. You should have received an email or in-app push notification about the outcome. If you need further clarification or assistance on this matter, please reach out to us at (+65) 3105 2055, we’re here 24/7! 💜",2023-07-29 06:25:33+00:00,"['application', 'account', 'bank', 'cancel', 'opening', 'account', 'bank', 'didnt', 'bother', 'inform', 'client', 'god', 'sign', 'money']",8,Safety,Seamless integration not available on iPad,0.176,0.062,0.763,0.6854,9.0,Promoter
appStore,2023-05-02 10:56:52+00:00,"App keeps giving me “something went wrong” and “it’s not you, it’s us” notification whenever I attempt to log-in. Totally unusually at this time of writing.",1,"Hey Andreani369, this is not the experience we want you to have. Please drop us an email with your contact details and a video recording/screenshot of what you are facing at help@gxs.com.sg, and we would be more than happy to look into this. Thank you! ",2023-05-04 01:14:41+00:00,"['something', 'notification', 'whenever', 'attempt', 'time']",6,Login & Account Setup,Difficulty logging in,0.088,0.0,0.912,0.34,7.0,Passive
