dataFrom,date,review,clean_review,Topic,key,Positive Score,Negative Score,Neutral Score,Compound Score,nps_indiv,nps_category,rating,extracted_devresp,devresp_time
appStore,2023-09-13,"Hit with fast reversal when transferring money to this gxs bank, first time in my life a fast transfer didn’t succeed. Googled for recent reviews and social media on this gxs bank. Mostly bad reviews and issues. I don’t need developer reply to my review here as I’m absolutely not going to touch this bank anymore. And biggest joke of all, you don’t even have the most basic banking feature to save payee details. What kind of app development staff and quality is that???","['fast', 'reversal', 'money', 'bank', 'time', 'life', 'fast', 'transfer', 'review', 'medium', 'bank', 'review', 'issue', 'need', 'developer', 'reply', 'review', 'touch', 'bank', 'joke', 'banking', 'feature', 'payee', 'detail', 'kind', 'development', 'staff', 'quality']",App Responsiveness,User interface and design issues,0.099,0.038,0.864,0.6848,8,Promoter,1,"Thank you for your valuable feedback! We're actively working on adding the payee feature to our app. If you ever encounter any issues in the meantime, please don't hesitate to reach out to our 24/7 hotline, and we'll be happy to assist you. Your input is much appreciated!",2023-09-14T02:01:47Z
appStore,2023-09-13,"Hit with fast reversal when transferring money to this gxs bank, first time in my life a fast transfer didn’t succeed. Googled for recent reviews and social media on this gxs bank. Mostly bad reviews and issues. I don’t need developer reply to my review here as I’m absolutely not going to touch this bank anymore. And biggest joke of all, you don’t even have the most basic banking feature to save payee details. What kind of app development staff and quality is that???","['fast', 'reversal', 'money', 'bank', 'time', 'life', 'fast', 'transfer', 'review', 'medium', 'bank', 'review', 'issue', 'need', 'developer', 'reply', 'review', 'touch', 'bank', 'joke', 'banking', 'feature', 'payee', 'detail', 'kind', 'development', 'staff', 'quality']",App Responsiveness,Difficulties in navigating the app,0.099,0.038,0.864,0.6848,8,Promoter,1,"Thank you for your valuable feedback! We're actively working on adding the payee feature to our app. If you ever encounter any issues in the meantime, please don't hesitate to reach out to our 24/7 hotline, and we'll be happy to assist you. Your input is much appreciated!",2023-09-14T02:01:47Z
appStore,2023-09-13,"Hit with fast reversal when transferring money to this gxs bank, first time in my life a fast transfer didn’t succeed. Googled for recent reviews and social media on this gxs bank. Mostly bad reviews and issues. I don’t need developer reply to my review here as I’m absolutely not going to touch this bank anymore. And biggest joke of all, you don’t even have the most basic banking feature to save payee details. What kind of app development staff and quality is that???","['fast', 'reversal', 'money', 'bank', 'time', 'life', 'fast', 'transfer', 'review', 'medium', 'bank', 'review', 'issue', 'need', 'developer', 'reply', 'review', 'touch', 'bank', 'joke', 'banking', 'feature', 'payee', 'detail', 'kind', 'development', 'staff', 'quality']",App Responsiveness,Bugs and glitches in the app,0.099,0.038,0.864,0.6848,8,Promoter,1,"Thank you for your valuable feedback! We're actively working on adding the payee feature to our app. If you ever encounter any issues in the meantime, please don't hesitate to reach out to our 24/7 hotline, and we'll be happy to assist you. Your input is much appreciated!",2023-09-14T02:01:47Z
appStore,2023-09-13,"Hit with fast reversal when transferring money to this gxs bank, first time in my life a fast transfer didn’t succeed. Googled for recent reviews and social media on this gxs bank. Mostly bad reviews and issues. I don’t need developer reply to my review here as I’m absolutely not going to touch this bank anymore. And biggest joke of all, you don’t even have the most basic banking feature to save payee details. What kind of app development staff and quality is that???","['fast', 'reversal', 'money', 'bank', 'time', 'life', 'fast', 'transfer', 'review', 'medium', 'bank', 'review', 'issue', 'need', 'developer', 'reply', 'review', 'touch', 'bank', 'joke', 'banking', 'feature', 'payee', 'detail', 'kind', 'development', 'staff', 'quality']",App Responsiveness,Lack of clear instructions or error messages,0.099,0.038,0.864,0.6848,8,Promoter,1,"Thank you for your valuable feedback! We're actively working on adding the payee feature to our app. If you ever encounter any issues in the meantime, please don't hesitate to reach out to our 24/7 hotline, and we'll be happy to assist you. Your input is much appreciated!",2023-09-14T02:01:47Z
appStore,2023-09-13,"Hit with fast reversal when transferring money to this gxs bank, first time in my life a fast transfer didn’t succeed. Googled for recent reviews and social media on this gxs bank. Mostly bad reviews and issues. I don’t need developer reply to my review here as I’m absolutely not going to touch this bank anymore. And biggest joke of all, you don’t even have the most basic banking feature to save payee details. What kind of app development staff and quality is that???","['fast', 'reversal', 'money', 'bank', 'time', 'life', 'fast', 'transfer', 'review', 'medium', 'bank', 'review', 'issue', 'need', 'developer', 'reply', 'review', 'touch', 'bank', 'joke', 'banking', 'feature', 'payee', 'detail', 'kind', 'development', 'staff', 'quality']",App Responsiveness,Others,0.099,0.038,0.864,0.6848,8,Promoter,1,"Thank you for your valuable feedback! We're actively working on adding the payee feature to our app. If you ever encounter any issues in the meantime, please don't hesitate to reach out to our 24/7 hotline, and we'll be happy to assist you. Your input is much appreciated!",2023-09-14T02:01:47Z
appStore,2022-12-10,"Very easy to use, user friendly and intuitive. Nice design of the app making it easier to navigate the app. Saving pocket is an interesting and useful feature. can’t wait to explore and use more of the app","['user', 'design', 'navigate', 'pocket', 'feature', 'wait', 'explore']",Customer trust,Difficulty processing application,0.355,0.0,0.645,0.9485,10,Promoter,5,"Hey there, thank you so much for your kind words about our app. We put a lot of effort into the app to make it intuitive and easy to navigate, so we are glad to hear that it has paid off. We are constantly working on new and exciting features, and we can't wait for you to try them out in the future. 😊",2022-12-12T01:39:46Z
appStore,2022-12-10,"Very easy to use, user friendly and intuitive. Nice design of the app making it easier to navigate the app. Saving pocket is an interesting and useful feature. can’t wait to explore and use more of the app","['user', 'design', 'navigate', 'pocket', 'feature', 'wait', 'explore']",Customer trust,Login issues,0.355,0.0,0.645,0.9485,10,Promoter,5,"Hey there, thank you so much for your kind words about our app. We put a lot of effort into the app to make it intuitive and easy to navigate, so we are glad to hear that it has paid off. We are constantly working on new and exciting features, and we can't wait for you to try them out in the future. 😊",2022-12-12T01:39:46Z
appStore,2022-12-10,"Very easy to use, user friendly and intuitive. Nice design of the app making it easier to navigate the app. Saving pocket is an interesting and useful feature. can’t wait to explore and use more of the app","['user', 'design', 'navigate', 'pocket', 'feature', 'wait', 'explore']",Customer trust,Crashing freezing,0.355,0.0,0.645,0.9485,10,Promoter,5,"Hey there, thank you so much for your kind words about our app. We put a lot of effort into the app to make it intuitive and easy to navigate, so we are glad to hear that it has paid off. We are constantly working on new and exciting features, and we can't wait for you to try them out in the future. 😊",2022-12-12T01:39:46Z
appStore,2022-12-10,"Very easy to use, user friendly and intuitive. Nice design of the app making it easier to navigate the app. Saving pocket is an interesting and useful feature. can’t wait to explore and use more of the app","['user', 'design', 'navigate', 'pocket', 'feature', 'wait', 'explore']",Customer trust,Unable to cancel delete personal details,0.355,0.0,0.645,0.9485,10,Promoter,5,"Hey there, thank you so much for your kind words about our app. We put a lot of effort into the app to make it intuitive and easy to navigate, so we are glad to hear that it has paid off. We are constantly working on new and exciting features, and we can't wait for you to try them out in the future. 😊",2022-12-12T01:39:46Z
appStore,2022-12-10,"Very easy to use, user friendly and intuitive. Nice design of the app making it easier to navigate the app. Saving pocket is an interesting and useful feature. can’t wait to explore and use more of the app","['user', 'design', 'navigate', 'pocket', 'feature', 'wait', 'explore']",Customer trust,Misleading advertising,0.355,0.0,0.645,0.9485,10,Promoter,5,"Hey there, thank you so much for your kind words about our app. We put a lot of effort into the app to make it intuitive and easy to navigate, so we are glad to hear that it has paid off. We are constantly working on new and exciting features, and we can't wait for you to try them out in the future. 😊",2022-12-12T01:39:46Z
